ImageName,ImageID,Year,coder1-encodings,coder2-encodings,coder1-hardness,coder2-hardness
VisC.83.7.png,I88Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.83.8.png,I89Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.83.10.png,I91Y1990,1990,Surface/Volume,Surface/Volume,Easy,Hard
VisC.83.9.png,I90Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.83.11.png,I92Y1990,1990,Point,Surface/Volume,Hard,Neutral
VisC.83.12.png,I93Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.97.3.png,I102Y1990,1990,Point,Point,Easy,Easy
VisC.97.4.png,I103Y1990,1990,Point,Point,Easy,Easy
VisC.97.6.png,I97Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.124.3.png,I115Y1990,1990,Glyph,Glyph,Hard,Neutral
VisC.124.6.png,I118Y1990,1990,Line,Line,Neutral,Easy
VisC.131.1.png,I119Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.144.1.png,I122Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.144.2.png,I123Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.144.3.png,I124Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.150.6.png,I125Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.150.8.png,I128Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.150.9.png,I129Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.150.7.png,I127Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.168.5.png,I143Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Neutral
VisC.176.1.png,I144Y1990,1990,Area,Area,Neutral,Hard
VisC.176.10.png,I155Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.187.2.png,I161Y1990,1990,Line,Line,Hard,Easy
VisC.187.1.png,I160Y1990,1990,Node-link,Node-link,Neutral,Easy
VisC.187.4.png,I163Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.187.6.png,I165Y1990,1990,Node-link,Node-link,Easy,Neutral
VisC.187.7.png,I166Y1990,1990,Node-link,Node-link,Easy,Neutral
VisC.187.10.png,I169Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.194.5.png,I183Y1990,1990,Glyph,Glyph,Hard,Easy
VisC.194.7.png,I185Y1990,1990,Point,Point,Easy,Neutral
VisC.202.13.png,I197Y1990,1990,Grid,Grid,Easy,Easy
VisC.202.14.png,I198Y1990,1990,Grid,Grid,Easy,Hard
VisC.209.3.png,I199Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.209.6.png,I202Y1990,1990,Line,Line,Neutral,Hard
VisC.209.5.png,I201Y1990,1990,Surface/Volume,Surface/Volume,Easy,Hard
VisC.209.8.png,I204Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.219.14.png,I208Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.219.15.png,I209Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.219.17.png,I211Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.219.2.png,I214Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.219.3.png,I215Y1990,1990,Pattern,Surface/Volume,Neutral,Easy
VisC.219.4.png,I216Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.238.1.png,I6521Y1990,1990,Grid,Grid,Neutral,Easy
VisC.238.2.png,I6522Y1990,1990,Grid,Glyph,Neutral,Neutral
VisC.247.4.png,I234Y1990,1990,Surface/Volume,Surface/Volume,Hard,Hard
VisC.247.5.png,I235Y1990,1990,Grid,Surface/Volume,Neutral,Easy
VisC.247.1.png,I231Y1990,1990,Surface/Volume,Surface/Volume,Easy,Hard
VisC.255.1.png,I238Y1990,1990,Line,Line,Neutral,Easy
VisC.255.2.png,I241Y1990,1990,Line,Line,Neutral,Neutral
VisC.255.4.png,I242Y1990,1990,Line,Line,Hard,Easy
VisC.255.6.png,I244Y1990,1990,Bar,Bar,Hard,Hard
VisC.263.6.png,I254Y1990,1990,Node-link,Node-link,Neutral,Neutral
VisC.263.7.png,I255Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.263.8.png,I256Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.263.9.png,I257Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.263.11.png,I259Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.263.10.png,I258Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.273.7.png,I266Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.273.4.png,I263Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.273.9.png,I268Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.273.5.png,I264Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.273.8.png,I267Y1990,1990,Point,Surface/Volume,Easy,Neutral
VisC.281.4.png,I272Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.281.3.png,I271Y1990,1990,Grid,Surface/Volume,Easy,Easy
VisC.289.2.png,I275Y1990,1990,Area,Area,Neutral,Easy
VisC.289.11.png,I283Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.289.10.png,I282Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.298.11.png,I295Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.298.9.png,I293Y1990,1990,Surface/Volume,Surface/Volume,Neutral,Hard
VisC.307.6.png,I303Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.307.8.png,I305Y1990,1990,Line,Line,Neutral,Easy
VisC.307.9.png,I308Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.307.11.png,I310Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.307.13.png,I306Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.315.2.png,I312Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.342.6.png,I338Y1990,1990,Node-link,Node-link,Neutral,Easy
VisC.342.9.png,I329Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.11.png,I331Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.10.png,I330Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.12.png,I332Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.4.png,I335Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.3.png,I334Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.5.png,I336Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.342.2.png,I333Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.353.6.png,I346Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.353.5.png,I345Y1990,1990,Line,Line,Easy,Easy
VisC.353.1.png,I341Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.353.2.png,I342Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.353.4.png,I344Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.361.1.png,I347Y1990,1990,Line,Line,Neutral,Neutral
VisC.361.10.png,I359Y1990,1990,Line,Line,Easy,Easy
VisC.361.20.png,I369Y1990,1990,Line,Line,Easy,Easy
VisC.361.21.png,I370Y1990,1990,Line,Line,Easy,Easy
VisC.361.22.png,I371Y1990,1990,Line,Line,Easy,Neutral
VisC.361.25.png,I374Y1990,1990,Line,Line,Easy,Easy
VisC.361.23.png,I372Y1990,1990,Line,Line,Easy,Easy
VisC.361.27.png,I349Y1990,1990,Line,Line,Hard,Easy
VisC.361.4.png,I352Y1990,1990,Line,Line,Hard,Easy
VisC.361.5.png,I353Y1990,1990,Point,Point,Hard,Hard
VisC.361.3.png,I351Y1990,1990,Point,Point,Easy,Easy
VisC.361.7.png,I355Y1990,1990,Line,Line,Easy,Easy
VisC.379.7.png,I382Y1990,1990,Node-link,Node-link,Neutral,Easy
VisC.379.10.png,I385Y1990,1990,Surface/Volume,Surface/Volume,Easy,Hard
VisC.422.2.png,I393Y1990,1990,Line,Line,Neutral,Easy
VisC.430.2.png,I401Y1990,1990,Line,Line,Easy,Easy
VisC.430.4.png,I403Y1990,1990,Surface/Volume,Surface/Volume,Easy,Easy
VisC.435.4.png,I407Y1990,1990,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.435.2.png,I405Y1990,1990,Grid,Grid,Hard,Hard
VisC.443.5.png,I412Y1990,1990,Pattern,Pattern,Neutral,Easy
VisC.443.9.png,I416Y1990,1990,Line,Point,Easy,Easy
VisC.449.5.png,I424Y1990,1990,Node-link,Node-link,Easy,Easy
VisC.449.7.png,I426Y1990,1990,Node-link,Node-link,Easy,Neutral
VisC.449.9.png,I428Y1990,1990,Node-link,Surface/Volume,Neutral,Easy
VisC.3.4.png,I4Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.11.6.png,I10Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.19.2.png,I12Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Neutral
VisC.19.10.png,I21Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.19.12.png,I20Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.27.8.png,I29Y1995,1995,Grid,Surface/Volume,Hard,Neutral
VisC.27.10.png,I32Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.27.11.png,I33Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.27.14.png,I34Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.36.1.png,I35Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.36.5.png,I38Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.36.6.png,I39Y1995,1995,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.36.7.png,I40Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Hard
VisC.44.1.png,I41Y1995,1995,Line,Bar,Neutral,Easy
VisC.44.4.png,I44Y1995,1995,Point,Point,Easy,Neutral
VisC.52.4.png,I50Y1995,1995,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.52.5.png,I51Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.69.6.png,I57Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.69.7.png,I58Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.69.8.png,I59Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.77.8.png,I65Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.77.9.png,I66Y1995,1995,Surface/Volume,Surface/Volume,Hard,Easy
VisC.77.12.png,I69Y1995,1995,Grid,Grid,Easy,Easy
VisC.77.13.png,I70Y1995,1995,Point,Point,Easy,Neutral
VisC.77.15.png,I72Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.77.18.png,I75Y1995,1995,Surface/Volume,Surface/Volume,Hard,Neutral
VisC.77.19.png,I76Y1995,1995,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.77.17.png,I74Y1995,1995,Node-link,Node-link,Neutral,Easy
VisC.77.21.png,I78Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.77.22.png,I79Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.77.20.png,I77Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.86.2.png,I81Y1995,1995,Area,Area,Neutral,Neutral
VisC.86.4.png,I83Y1995,1995,Node-link,Node-link,Neutral,Easy
VisC.86.8.png,I85Y1995,1995,Node-link,Node-link,Easy,Neutral
VisC.86.11.png,I87Y1995,1995,Surface/Volume,Surface/Volume,Hard,Hard
VisC.94.1.png,I90Y1995,1995,Surface/Volume,Surface/Volume,Hard,Easy
VisC.94.6.png,I95Y1995,1995,Surface/Volume,Surface/Volume,Hard,Neutral
VisC.118.5.png,I111Y1995,1995,Grid,Grid,Neutral,Neutral
VisC.135.2.png,I125Y1995,1995,Line,Line,Easy,Easy
VisC.135.5.png,I128Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.135.16.png,I139Y1995,1995,Line,Line,Easy,Easy
VisC.135.15.png,I138Y1995,1995,Line,Line,Easy,Easy
VisC.143.5.png,I146Y1995,1995,Line,Line,Easy,Easy
VisC.143.15.png,I150Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.159.8.png,I167Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Neutral
VisC.168.1.png,I168Y1995,1995,Line,Line,Neutral,Easy
VisC.168.3.png,I170Y1995,1995,Line,Line,Easy,Easy
VisC.168.4.png,I171Y1995,1995,Line,Line,Easy,Easy
VisC.168.6.png,I173Y1995,1995,Surface/Volume,Surface/Volume,Easy,Hard
VisC.168.5.png,I172Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.176.8.png,I180Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.184.5.png,I185Y1995,1995,Line,Line,Easy,Easy
VisC.184.6.png,I186Y1995,1995,Line,Line,Easy,Easy
VisC.184.4.png,I184Y1995,1995,Line,Line,Easy,Easy
VisC.184.10.png,I190Y1995,1995,Line,Line,Easy,Easy
VisC.184.9.png,I189Y1995,1995,Line,Line,Easy,Easy
VisC.184.7.png,I187Y1995,1995,Line,Line,Easy,Easy
VisC.184.12.png,I6523Y1995,1995,Line,Line,Easy,Easy
VisC.184.8.png,I188Y1995,1995,Line,Line,Easy,Easy
VisC.184.11.png,I191Y1995,1995,Line,Line,Easy,Easy
VisC.184.18.png,I197Y1995,1995,Line,Line,Easy,Easy
VisC.184.15.png,I194Y1995,1995,Line,Line,Easy,Easy
VisC.184.14.png,I193Y1995,1995,Line,Line,Easy,Easy
VisC.184.17.png,I196Y1995,1995,Line,Line,Easy,Easy
VisC.184.19.png,I198Y1995,1995,Line,Line,Easy,Easy
VisC.184.16.png,I195Y1995,1995,Line,Line,Easy,Easy
VisC.184.21.png,I200Y1995,1995,Line,Line,Easy,Easy
VisC.184.20.png,I199Y1995,1995,Line,Line,Easy,Easy
VisC.184.22.png,I201Y1995,1995,Line,Line,Easy,Easy
VisC.184.23.png,I202Y1995,1995,Line,Line,Easy,Easy
VisC.184.28.png,I204Y1995,1995,Bar,Area,Easy,Easy
VisC.192.5.png,I209Y1995,1995,Surface/Volume,Surface/Volume,Easy,Hard
VisC.192.6.png,I210Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.192.8.png,I211Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.201.5.png,I6480Y1995,1995,Surface/Volume,Node-link,Easy,Easy
VisC.201.4.png,I6481Y1995,1995,Node-link,Node-link,Easy,Neutral
VisC.209.3.png,I216Y1995,1995,Node-link,Node-link,Easy,Neutral
VisC.217.12.png,I6483Y1995,1995,Node-link,Node-link,Easy,Neutral
VisC.217.11.png,I6482Y1995,1995,Bar,Bar,Hard,Neutral
VisC.233.1.png,I226Y1995,1995,Pattern,Pattern,Easy,Easy
VisC.233.3.png,I228Y1995,1995,Pattern,Pattern,Neutral,Easy
VisC.233.6.png,I231Y1995,1995,Pattern,Pattern,Easy,Easy
VisC.233.11.png,I236Y1995,1995,Surface/Volume,Pattern,Easy,Easy
VisC.233.12.png,I237Y1995,1995,Line,Pattern,Neutral,Easy
VisC.240.2.png,I239Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Hard
VisC.248.3.png,I245Y1995,1995,Glyph,Glyph,Neutral,Easy
VisC.248.4.png,I246Y1995,1995,Pattern,Line,Easy,Easy
VisC.248.5.png,I247Y1995,1995,Line,Line,Easy,Easy
VisC.248.8.png,I6488Y1995,1995,Glyph,Glyph,Easy,Easy
VisC.248.9.png,I6489Y1995,1995,Surface/Volume,Surface/Volume,Hard,Easy
VisC.254.5.png,I252Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.254.9.png,I256Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.254.8.png,I255Y1995,1995,Line,Line,Neutral,Easy
VisC.254.7.png,I254Y1995,1995,Line,Line,Easy,Easy
VisC.254.12.png,I259Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.254.11.png,I258Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.263.6.png,I265Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.271.5.png,I275Y1995,1995,Point,Point,Neutral,Easy
VisC.271.7.png,I277Y1995,1995,Line,Line,Easy,Neutral
VisC.271.6.png,I276Y1995,1995,Glyph,Glyph,Neutral,Easy
VisC.271.8.png,I278Y1995,1995,Grid,Grid,Neutral,Easy
VisC.279.4.png,I282Y1995,1995,Line,Line,Easy,Easy
VisC.279.5.png,I283Y1995,1995,Grid,Grid,Neutral,Neutral
VisC.279.6.png,I284Y1995,1995,Grid,Grid,Easy,Easy
VisC.288.3.png,I287Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.288.7.png,I291Y1995,1995,Surface/Volume,Line,Easy,Easy
VisC.288.9.png,I293Y1995,1995,Surface/Volume,Surface/Volume,Hard,Hard
VisC.296.3.png,I296Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.296.5.png,I297Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.296.6.png,I298Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.296.9.png,I299Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.296.10.png,I300Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.304.6.png,I306Y1995,1995,Glyph,Glyph,Easy,Easy
VisC.313.6.png,I317Y1995,1995,Line,Line,Easy,Easy
VisC.313.4.png,I315Y1995,1995,Line,Line,Easy,Easy
VisC.329.2.png,I325Y1995,1995,Node-link,Node-link,Easy,Easy
VisC.329.8.png,I331Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.329.11.png,I334Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.338.1.png,I335Y1995,1995,Point,Point,Neutral,Easy
VisC.338.4.png,I338Y1995,1995,Point,Point,Easy,Neutral
VisC.342.4.png,I342Y1995,1995,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.346.3.png,I346Y1995,1995,Point,Point,Hard,Hard
VisC.351.2.png,I352Y1995,1995,Glyph,Glyph,Easy,Hard
VisC.351.5.png,I355Y1995,1995,Line,Line,Neutral,Neutral
VisC.351.6.png,I356Y1995,1995,Line,Line,Easy,Neutral
VisC.355.1.png,I357Y1995,1995,Surface/Volume,Surface/Volume,Hard,Easy
VisC.355.3.png,I359Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.355.5.png,I361Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.359.1.png,I363Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.364.1.png,I364Y1995,1995,Node-link,Node-link,Easy,Easy
VisC.368.5.png,I370Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.368.6.png,I371Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.368.7.png,I372Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.368.8.png,I373Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.368.11.png,I6492Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.368.9.png,I374Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.374.1.png,I376Y1995,1995,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.379.3.png,I381Y1995,1995,Line,Line,Hard,Neutral
VisC.383.1.png,I384Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.383.4.png,I387Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.388.1.png,I390Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.393.6.png,I399Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.393.2.png,I395Y1995,1995,Area,Area,Easy,Easy
VisC.393.7.png,I400Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.393.3.png,I396Y1995,1995,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.393.8.png,I401Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.393.5.png,I398Y1995,1995,Surface/Volume,Surface/Volume,Easy,Easy
VisC.400.3.png,I407Y1995,1995,Surface/Volume,Surface/Volume,Hard,Easy
InfoVisC.4.8.png,I411Y1995,1995,Grid,Point,Easy,Neutral
InfoVisC.11.1.png,I421Y1995,1995,Bar,Bar,Neutral,Easy
InfoVisC.11.10.png,I430Y1995,1995,Node-link,Node-link,Easy,Easy
InfoVisC.36.4.png,I441Y1995,1995,Bar,Bar,Easy,Easy
InfoVisC.36.7.png,I444Y1995,1995,Bar,Bar,Hard,Easy
InfoVisC.74.4.png,I470Y1995,1995,Node-link,Node-link,Easy,Easy
InfoVisC.74.3.png,I469Y1995,1995,Node-link,Node-link,Neutral,Easy
InfoVisC.74.5.png,I471Y1995,1995,Node-link,Node-link,Easy,Easy
InfoVisC.74.6.png,I472Y1995,1995,Node-link,Node-link,Neutral,Hard
InfoVisC.82.3.png,I475Y1995,1995,Point,Point,Neutral,Easy
InfoVisC.82.4.png,I476Y1995,1995,Point,Point,Hard,Easy
InfoVisC.82.5.png,I477Y1995,1995,Node-link,Node-link,Hard,Easy
InfoVisC.90.1.png,I479Y1995,1995,Node-link,Node-link,Hard,Neutral
InfoVisC.90.3.png,I481Y1995,1995,Node-link,Node-link,Easy,Easy
InfoVisC.90.2.png,I482Y1995,1995,Node-link,Node-link,Easy,Easy
InfoVisC.90.4.png,I483Y1995,1995,Node-link,Node-link,Easy,Neutral
InfoVisC.90.6.png,I485Y1995,1995,Node-link,Node-link,Hard,Neutral
InfoVisC.90.5.png,I484Y1995,1995,Node-link,Node-link,Easy,Easy
InfoVisC.105.3.png,I494Y1995,1995,Bar,Bar,Easy,Easy
InfoVisC.115.3.png,I497Y1995,1995,Bar,Bar,Easy,Easy
InfoVisC.115.8.png,I500Y1995,1995,Bar,Bar,Neutral,Easy
InfoVisC.115.6.png,I498Y1995,1995,Bar,Bar,Neutral,Easy
InfoVisC.122.6.png,I504Y1995,1995,Grid,Grid,Hard,Neutral
InfoVisC.129.1.png,I505Y1995,1995,Line,Point,Easy,Easy
VisC.29.17.png,I26Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.29.16.png,I25Y2000,2000,Line,Line,Easy,Easy
VisC.29.18.png,I27Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.29.19.png,I28Y2000,2000,Line,Line,Easy,Easy
VisC.29.21.png,I29Y2000,2000,Line,Line,Easy,Easy
VisC.37.2.png,I31Y2000,2000,Grid,Grid,Hard,Neutral
VisC.37.5.png,I34Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.37.3.png,I32Y2000,2000,Grid,Grid,Easy,Hard
VisC.37.4.png,I33Y2000,2000,Line,Line,Easy,Easy
VisC.37.6.png,I35Y2000,2000,Line,Line,Easy,Easy
VisC.37.7.png,I36Y2000,2000,Area,Surface/Volume,Easy,Neutral
VisC.37.8.png,I37Y2000,2000,Area,Surface/Volume,Easy,Hard
VisC.37.10.png,I39Y2000,2000,Line,Line,Easy,Easy
VisC.37.12.png,I41Y2000,2000,Line,Line,Easy,Easy
VisC.37.15.png,I44Y2000,2000,Line,Line,Easy,Easy
VisC.37.14.png,I43Y2000,2000,Line,Line,Neutral,Easy
VisC.37.17.png,I46Y2000,2000,Line,Line,Easy,Easy
VisC.37.19.png,I48Y2000,2000,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.37.20.png,I49Y2000,2000,Surface/Volume,Surface/Volume,Easy,Hard
VisC.45.13.png,I61Y2000,2000,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.45.14.png,I58Y2000,2000,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.45.15.png,I60Y2000,2000,Surface/Volume,Surface/Volume,Easy,Hard
VisC.61.12.png,I85Y2000,2000,Surface/Volume,Surface/Volume,Hard,Hard
VisC.61.13.png,I86Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.69.6.png,I92Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.77.2.png,I100Y2000,2000,Grid,Surface/Volume,Easy,Easy
VisC.77.5.png,I103Y2000,2000,Line,Line,Easy,Easy
VisC.77.6.png,I104Y2000,2000,Grid,Grid,Neutral,Easy
VisC.77.8.png,I106Y2000,2000,Grid,Surface/Volume,Hard,Neutral
VisC.77.13.png,I111Y2000,2000,Glyph,Point,Easy,Easy
VisC.85.8.png,I118Y2000,2000,Node-link,Node-link,Easy,Easy
VisC.109.4.png,I6494Y2000,2000,Surface/Volume,Surface/Volume,Neutral,Easy
VisC.109.3.png,I137Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.109.11.png,I143Y2000,2000,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.109.12.png,I6496Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.109.10.png,I142Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.109.17.png,I147Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.109.14.png,I144Y2000,2000,Surface/Volume,Surface/Volume,Neutral,Neutral
VisC.109.15.png,I145Y2000,2000,Surface/Volume,Surface/Volume,Easy,Neutral
VisC.117.4.png,I152Y2000,2000,Line,Line,Neutral,Easy
VisC.117.9.png,I155Y2000,2000,Line,Line,Neutral,Easy
VisC.125.3.png,I158Y2000,2000,Node-link,Grid,Easy,Easy
VisC.125.6.png,I159Y2000,2000,Line,Line,Easy,Easy
VisC.131.2.png,I161Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.147.2.png,I170Y2000,2000,Pattern,Pattern,Easy,Easy
VisC.147.3.png,I171Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.147.4.png,I172Y2000,2000,Surface/Volume,Line,Hard,Easy
VisC.147.8.png,I176Y2000,2000,Grid,Grid,Easy,Easy
VisC.147.12.png,I180Y2000,2000,Pattern,Pattern,Neutral,Easy
VisC.147.9.png,I177Y2000,2000,Line,Line,Easy,Easy
VisC.155.3.png,I183Y2000,2000,Pattern,Pattern,Neutral,Neutral
VisC.155.5.png,I185Y2000,2000,Glyph,Pattern,Easy,Easy
VisC.155.7.png,I187Y2000,2000,Pattern,Pattern,Easy,Neutral
VisC.155.8.png,I188Y2000,2000,Pattern,Pattern,Easy,Easy
VisC.163.2.png,I190Y2000,2000,Line,Line,Easy,Easy
VisC.163.1.png,I189Y2000,2000,Line,Line,Easy,Neutral
VisC.163.4.png,I192Y2000,2000,Line,Line,Easy,Easy
VisC.163.8.png,I196Y2000,2000,Pattern,Line,Easy,Easy
VisC.163.10.png,I198Y2000,2000,Line,Line,Easy,Easy
VisC.163.7.png,I195Y2000,2000,Line,Line,Easy,Easy
VisC.171.4.png,I205Y2000,2000,Line,Line,Easy,Easy
VisC.171.3.png,I204Y2000,2000,Surface/Volume,Surface/Volume,Easy,Easy
VisC.171.5.png,I206Y2000,2000,Line,Line,Easy,Easy
